batch_id	category_code	field_code	field_title_en	field_title_zh	slot	story_id	concept_en	concept_zh	mode	story_anchor_zh	status
batch-011	07	0732	Building and civil engineering	建筑与土木工程	3	0732-infrastructure-life-cycle	Infrastructure life-cycle management	基础设施全生命周期管理	concept-fable	剪彩后无人再看桥底缓慢生长的锈迹	integrated
batch-012	08	0811	Crop and livestock production	作物与畜牧生产	1	0811-nutrient-cycling	Nutrient cycling	养分循环	mechanism-fable	不断运走收成却从不归还土壤的农场	integrated
batch-012	08	0811	Crop and livestock production	作物与畜牧生产	2	0811-integrated-pest-management	Integrated pest management	综合虫害管理	concept-fable	杀光所有昆虫后害虫反而更快回来的果园	integrated
batch-012	08	0811	Crop and livestock production	作物与畜牧生产	3	0811-selective-breeding-tradeoffs	Selective breeding trade-offs	选择育种的权衡	concept-fable	只追求最大果实后失去抗旱能力的种群	integrated
batch-012	08	0812	Horticulture	园艺	1	0812-grafting	Grafting and propagation	嫁接与繁殖	mechanism-fable	一棵树的根与另一棵树的枝共同结果	integrated
batch-012	08	0812	Horticulture	园艺	2	0812-microclimate	Microclimate	微气候	concept-fable	同一花园里靠墙与低洼处经历不同春天	integrated
batch-012	08	0812	Horticulture	园艺	3	0812-phenology	Phenology	物候学	lens-fable	园丁不再只看日历而开始记录花与昆虫的时间	integrated
batch-012	08	0821	Forestry	林业	1	0821-sustainable-yield	Sustainable yield	可持续采伐量	mechanism-fable	每年砍同样树数却逐渐透支不同年龄的森林	integrated
batch-012	08	0821	Forestry	林业	2	0821-ecological-succession	Ecological succession	生态演替	concept-fable	火后空地并没有一步返回原来的森林	integrated
batch-012	08	0821	Forestry	林业	3	0821-fire-ecology	Fire ecology	火生态学	concept-fable	成功扑灭每场小火的林区积下更大的燃料	integrated
batch-012	08	0831	Fisheries	渔业	1	0831-maximum-sustainable-yield	Maximum sustainable yield	最大可持续产量	mechanism-fable	今年多捕一网让明年的鱼群少掉不止一网	integrated
batch-012	08	0831	Fisheries	渔业	2	0831-bycatch	Bycatch and ecosystem-based fisheries	兼捕与生态系统渔业	concept-fable	只统计目标鱼的港口忽略网中其他生命	integrated
batch-012	08	0831	Fisheries	渔业	3	0831-fisheries-co-management	Fisheries co-management	渔业共同管理	concept-fable	外来统一禁令不如渔民共同记录潮汐与繁殖地	integrated
batch-012	08	0841	Veterinary	兽医学	1	0841-one-health	One Health	同一健康	concept-fable	牲畜、饮水、野生动物与村民的病被分进四本账	integrated
batch-012	08	0841	Veterinary	兽医学	2	0841-herd-immunity	Herd immunity	群体免疫	mechanism-fable	一道防火间隔如何保护没有直接加固的谷仓	integrated
batch-012	08	0841	Veterinary	兽医学	3	0841-five-domains-welfare	Five Domains model of animal welfare	动物福利五域模型	concept-fable	吃饱且无伤的动物仍在每天重复撞栏	integrated
batch-013	09	0911	Dental studies	牙科研究	1	0911-caries-biofilm	Dental caries as a biofilm-mediated process	龋病的生物膜过程	mechanism-fable	不是一颗糖而是反复改变口腔环境的钟声	integrated
batch-013	09	0911	Dental studies	牙科研究	2	0911-occlusion	Occlusion	咬合	mechanism-fable	单颗牙齿完好却让整套齿轮受力偏斜	integrated
batch-013	09	0911	Dental studies	牙科研究	3	0911-minimal-intervention-dentistry	Minimal intervention dentistry	微创牙科学	concept-fable	修复师不再为了去掉裂痕而削掉整块石材	integrated
batch-013	09	0912	Medicine	医学	1	0912-differential-diagnosis	Differential diagnosis	鉴别诊断	concept-fable	三种不同原因在诊所门口都穿着同一种发热外衣	integrated
batch-013	09	0912	Medicine	医学	2	0912-base-rate-reasoning	Base-rate reasoning in diagnosis	诊断中的基础率推理	mechanism-fable	罕见警报即使准确也可能带来许多误判	integrated
batch-013	09	0912	Medicine	医学	3	0912-evidence-based-medicine	Evidence-based medicine	循证医学	concept-fable	名医经验、研究记录与病人处境必须坐到同一张桌	integrated
batch-013	09	0913	Nursing and midwifery	护理与助产	1	0913-early-warning-observation	Early warning through clinical observation	临床观察与早期预警	lens-fable	数值尚未越线但护士看见一组细小变化同时出现	integrated
batch-013	09	0913	Nursing and midwifery	护理与助产	2	0913-continuity-of-care	Continuity of care	照护连续性	concept-fable	每次交班都丢失一句关键背景的长夜病房	integrated
batch-013	09	0913	Nursing and midwifery	护理与助产	3	0913-informed-consent	Informed consent and shared decision-making	知情同意与共同决策	concept-fable	助产团队必须先听见产妇如何理解自己的选择	integrated
batch-013	09	0914	Medical diagnostic and treatment technology	医学诊断与治疗技术	1	0914-sensitivity-specificity	Sensitivity and specificity	敏感度与特异度	mechanism-fable	港口警报要在漏报与误报之间寻找用途	integrated
batch-013	09	0914	Medical diagnostic and treatment technology	医学诊断与治疗技术	2	0914-signal-detection	Signal detection	信号检测	mechanism-fable	影像室在模糊纹理中设定何时值得进一步查看	integrated
batch-013	09	0914	Medical diagnostic and treatment technology	医学诊断与治疗技术	3	0914-calibration	Measurement calibration	测量校准	concept-fable	三台机器给同一块标准砝码报出不同答案	integrated
batch-013	09	0915	Therapy and rehabilitation	治疗与康复	1	0915-neuroplasticity	Neuroplasticity	神经可塑性	concept-fable	受伤的制图师用每天一条新线重新训练手掌	integrated
batch-013	09	0915	Therapy and rehabilitation	治疗与康复	2	0915-graded-exposure	Graded exposure	分级暴露	concept-fable	害怕楼梯的人从一阶、转身和停留时间重新开始	integrated
batch-013	09	0915	Therapy and rehabilitation	治疗与康复	3	0915-biopsychosocial-model	Biopsychosocial model	生物心理社会模型	concept-fable	同样疼痛在睡眠、工作与恐惧中拥有不同重量	integrated
batch-014	09	0916	Pharmacy	药学	1	0916-therapeutic-window	Therapeutic window	治疗窗	mechanism-fable	太少无效、太多有害的窄桥剂量	integrated
batch-014	09	0916	Pharmacy	药学	2	0916-pharmacokinetics	Pharmacokinetics	药代动力学	mechanism-fable	一滴药液穿过吸收、分布、转化与清除四座水门	integrated
batch-014	09	0916	Pharmacy	药学	3	0916-drug-interactions	Drug interactions	药物相互作用	concept-fable	两种各自平稳的药剂在同一管道相遇后改变速度	integrated
batch-014	09	0917	Traditional and complementary medicine and therapy	传统与补充医学及疗法	1	0917-contextual-effects	Contextual and placebo effects	情境效应与安慰剂效应	concept-fable	同一种照护在仪式、期待与关系中产生额外感受	integrated
batch-014	09	0917	Traditional and complementary medicine and therapy	传统与补充医学及疗法	2	0917-evidence-hierarchy	Hierarchy of evidence	证据层级	concept-fable	三个村庄都说自己的疗法有效却记录方式完全不同	integrated
batch-014	09	0917	Traditional and complementary medicine and therapy	传统与补充医学及疗法	3	0917-herb-drug-interactions	Herb-drug interactions	草药与药物相互作用	concept-fable	来自不同医柜的两种制剂在身体里并不会彼此隐身	integrated
batch-014	09	0921	Care of the elderly and of disabled adults	老年人与残障成人照护	1	0921-person-centred-care	Person-centred care	以人为中心的照护	concept-fable	整齐作息表让每个人安全却让他们不再像自己	integrated
batch-014	09	0921	Care of the elderly and of disabled adults	老年人与残障成人照护	2	0921-dignity-of-risk	Dignity of risk	风险尊严	concept-fable	老木匠要求重新拿起工具而照护者只看见危险	integrated
batch-014	09	0921	Care of the elderly and of disabled adults	老年人与残障成人照护	3	0921-universal-design	Universal design	通用设计	concept-fable	为一位轮椅使用者改的入口让推车、孩子和老人都受益	integrated
batch-014	09	0922	Child care and youth services	儿童照护与青少年服务	1	0922-attachment	Attachment	依恋	concept-fable	总有一盏灯回应的港湾让小船敢驶得更远	integrated
batch-014	09	0922	Child care and youth services	儿童照护与青少年服务	2	0922-safeguarding	Safeguarding	儿童与青少年保护	concept-fable	善意俱乐部因没有边界和报告路径而忽略警讯	integrated
batch-014	09	0922	Child care and youth services	儿童照护与青少年服务	3	0922-positive-youth-development	Positive youth development	积极青少年发展	concept-fable	被当成问题的少年第一次得到真实职责	integrated
batch-014	09	0923	Social work and counselling	社会工作与咨询	1	0923-ecological-systems-perspective	Ecological systems perspective	生态系统视角	concept-fable	一个家庭的问题沿住房、学校、工作与政策连成地图	integrated
batch-014	09	0923	Social work and counselling	社会工作与咨询	2	0923-therapeutic-alliance	Therapeutic alliance	治疗联盟	concept-fable	咨询师不替旅人选终点而先共同画路线	integrated
batch-014	09	0923	Social work and counselling	社会工作与咨询	3	0923-motivational-interviewing	Motivational interviewing	动机式访谈	concept-fable	守井人停止劝说后让村民自己说出改变理由	integrated
batch-015	10	1011	Domestic services	家政服务	1	1011-invisible-labour	Invisible labour	隐形劳动	concept-fable	每天自动恢复整洁的宅邸第一次停止一天	integrated
batch-015	10	1011	Domestic services	家政服务	2	1011-standardisation-personalisation	Standardisation and personalisation in service	服务标准化与个性化	case-fable	完全相同的房间让每位住户都多做一次适应	integrated
batch-015	10	1011	Domestic services	家政服务	3	1011-cross-contamination	Cross-contamination	交叉污染	mechanism-fable	一块看似干净的抹布把问题带过所有房间	integrated
batch-015	10	1012	Hair and beauty services	美发与美容服务	1	1012-hair-and-skin-structure	Hair and skin structure	毛发与皮肤结构	mechanism-fable	同一处理方式落在不同发质和皮肤上产生不同结果	integrated
batch-015	10	1012	Hair and beauty services	美发与美容服务	2	1012-colour-chemistry	Colour theory and oxidation	色彩理论与氧化过程	mechanism-fable	染色师发现目标颜色取决于底色而非只看瓶子	integrated
batch-015	10	1012	Hair and beauty services	美发与美容服务	3	1012-ethical-consultation	Ethical consultation and body image	伦理咨询与身体意象	concept-fable	美容师拒绝把顾客的不安直接变成销售清单	integrated
batch-015	10	1013	Hotel restaurants and catering	酒店、餐厅与餐饮服务	1	1013-service-dominant-logic	Service-dominant logic	服务主导逻辑	concept-fable	打印机坏掉后餐馆第一次询问客人需要怎样的夜晚	integrated
batch-015	10	1013	Hotel restaurants and catering	酒店、餐厅与餐饮服务	2	1013-service-recovery-paradox	Service recovery paradox	服务补救悖论	case-fable	一次出错后处理得当反而留下更忠诚的客人	integrated
batch-015	10	1013	Hotel restaurants and catering	酒店、餐厅与餐饮服务	3	1013-revenue-management	Revenue management	收益管理	mechanism-fable	不能储存到明天的空房间如何随时间改变价值	integrated
batch-015	10	1014	Sports	体育	1	1014-progressive-overload	Progressive overload	渐进超负荷	mechanism-fable	每天举同一块石头的运动员停止进步	integrated
batch-015	10	1014	Sports	体育	2	1014-periodisation	Periodisation	周期化训练	concept-fable	每场训练都全力以赴的队伍在决赛前耗尽	integrated
batch-015	10	1014	Sports	体育	3	1014-constraints-led-approach	Constraints-led approach	限制导向训练	concept-fable	教练改变场地和规则而不再逐句规定动作	integrated
batch-015	10	1015	Travel tourism and leisure	旅行、旅游与休闲	1	1015-tourism-carrying-capacity	Tourism carrying capacity	旅游承载力	concept-fable	越来越受欢迎的岛屿开始失去人们前来寻找的东西	integrated
batch-015	10	1015	Travel tourism and leisure	旅行、旅游与休闲	2	1015-experience-economy	Experience economy	体验经济	concept-fable	游客记住的不是纪念品而是被安排参与的一小时	integrated
batch-015	10	1015	Travel tourism and leisure	旅行、旅游与休闲	3	1015-tourism-leakage	Tourism leakage	旅游收入外流	mechanism-fable	客栈客满的海湾却发现钱沿外来供应链离开	integrated
batch-016	10	1021	Community sanitation	社区环境卫生	1	1021-sanitation-service-chain	Sanitation service chain	环境卫生服务链	mechanism-fable	干净厕所之后还有收集、运输、处理与安全回用	integrated
batch-016	10	1021	Community sanitation	社区环境卫生	2	1021-wash-behaviour-change	WASH behaviour change	水、环境卫生与个人卫生行为改变	concept-fable	新水泵建成后村民仍回到熟悉的旧水井	integrated
batch-016	10	1021	Community sanitation	社区环境卫生	3	1021-wastewater-surveillance	Wastewater surveillance	污水监测	lens-fable	诊所尚未排长队时下水道已经留下全城信号	integrated
batch-016	10	1022	Occupational health and safety	职业健康与安全	1	1022-hierarchy-of-controls	Hierarchy of controls	控制层级	concept-fable	工厂先要求工人更小心而不是移走产生粉尘的机器	integrated
batch-016	10	1022	Occupational health and safety	职业健康与安全	2	1022-swiss-cheese-model	Swiss cheese model	瑞士奶酪模型	concept-fable	多道各有小孔的防线在同一天排成一条直线	integrated
batch-016	10	1022	Occupational health and safety	职业健康与安全	3	1022-normalisation-of-deviance	Normalization of deviance	偏差正常化	concept-fable	每次都没出事让磨损吊索逐渐被当成正常	integrated
batch-016	10	1031	Military and defence	军事与国防	1	1031-deterrence	Deterrence	威慑	concept-fable	两座堡垒都必须让对方相信某道门不会被轻易推开	integrated
batch-016	10	1031	Military and defence	军事与国防	2	1031-ooda-loop	OODA loop	观察、判断、决策与行动循环	mechanism-fable	传令速度更快却总按昨天地图行动的演习队伍	integrated
batch-016	10	1031	Military and defence	军事与国防	3	1031-civilian-control	Civilian control of the military	文官统制	concept-fable	守城军队拥有武器却不能独自决定城市为何而战	integrated
batch-016	10	1032	Protection of persons and property	人身与财产保护	1	1032-situational-crime-prevention	Situational crime prevention	情境犯罪预防	concept-fable	市场没有抓到更多人却因照明与动线减少失窃	integrated
batch-016	10	1032	Protection of persons and property	人身与财产保护	2	1032-layered-security	Layered security	分层防护	concept-fable	博物馆不再把全部希望压在最厚的一扇门上	integrated
batch-016	10	1032	Protection of persons and property	人身与财产保护	3	1032-de-escalation	De-escalation	降级冲突	concept-fable	守卫放低声音后才听见争执真正围绕的东西	integrated
batch-016	10	1041	Transport services	运输服务	1	1041-induced-demand	Induced demand	诱发需求	concept-fable	拓宽道路后拥堵短暂消失又带着更多车回来	integrated
batch-016	10	1041	Transport services	运输服务	2	1041-network-topology	Transport network topology	运输网络拓扑	mechanism-fable	每座岛直连与枢纽换乘之间的航线之争	integrated
batch-016	10	1041	Transport services	运输服务	3	1041-last-mile-integration	Last-mile and intermodal integration	最后一公里与多式联运	concept-fable	粮食横跨千里却停在离市场最后两公里	integrated
